0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1.3122
14	1.46136
15	1.24001
16	1.18546
17	1
18	1.19351
19	1.18924
20	1.12576
21	1.11653
22	1.05999
23	1.07709
24	1.05833
25	1.03626
26	1.00494
27	1.1323
28	1.05454
29	1.12739
30	1.08926
31	1.12273
32	1.09899
33	1.10257
34	1.08381
35	1.14957
36	1.02264
37	1.14876
38	1.06944
39	1.08462
40	1.04517
41	1.06987
42	1.10163
43	1.02676
44	1.05521
45	1.03965
46	1.02993
47	1.00655
48	1.00347
49	1.07288
50	1.0394
51	1.07026
52	1.02598
53	1.06985
54	1.03742
55	1.09854
56	1.03323
57	1.06922
58	1.05236
59	1.08076
60	1.09597
61	1.08613
62	1.08333
63	1.0616
64	1.02261
65	1.09949
66	1.10661
67	1.11714
68	1.12166
69	1.07995
70	1.04482
71	1.04646
72	0.994399
73	1.01312
74	0.981901
75	1.04899
76	1.00202
77	1.04028
78	1.00372
79	1.09891
80	1.08795
81	1.0465
82	1.05245
83	1.07965
84	1.02423
85	1.07395
86	1.08338
87	1.0871
88	1.0249
89	1.01248
90	1.04875
91	1.00963
92	0.992552
93	1.00335
94	1.04181
95	1.0382
96	1.04489
97	1.04708
98	1.06637
99	1.0588
100	1.00739
101	0.972549
102	1.05678
103	1.0473
104	1.04632
105	1.01042
106	1.01346
107	0.998115
108	1.02671
109	1.00885
110	1.00312
111	0.966503
112	1.0271
113	1.00759
114	1.01189
115	1.01303
116	0.999381
117	1.06915
118	0.994185
119	1.0278
120	1.03022
121	0.979861
122	1.01505
123	1.01319
124	1.0327
125	1.01913
126	1.04091
127	1.05529
128	1.02614
129	1.01547
130	1.00199
131	1.03121
132	1.00281
133	0.985293
134	1.00877
135	0.999174
136	1.01606
137	0.976561
138	0.99796
139	0.999299
140	1.00663
141	1.02631
142	1.03193
143	1.01052
144	1.03231
145	0.983946
146	1.05932
147	1.04963
148	1.06348
149	1.06778
150	1.06277
151	1.09155
152	1.11985
153	1.03549
154	1.04262
155	1.04265
156	1.03194
157	1.0433
158	1.01896
159	1.03619
160	1.07842
161	1.04331
162	1.05409
163	1.089
164	1.0851
165	1.08332
166	1.03682
167	1.07306
168	1.0528
169	1.05001
170	1.05625
171	1.053
172	1.09588
173	1.0948
174	1.04657
175	1.10049
176	1.06389
177	1.1034
178	1.06002
179	1.0989
180	1.08516
181	1.0596
182	1.07516
183	1.07885
184	1.08921
185	1.08934
186	1.0741
187	1.1058
188	1.10524
189	1.10945
190	1.08325
191	1.10231
192	1.10687
193	1.09438
194	1.07471
195	1.07206
196	1.04524
197	1.05864
198	1.07464
199	1.06273
200	1.05763
201	1.05875
202	1.07861
203	1.06846
204	1.04491
205	1.05317
206	1.04314
207	1.03739
208	1.05462
209	1.04834
210	1.05032
211	1.07546
212	1.06536
213	1.08301
214	1.07962
215	1.06915
216	1.07776
217	1.08445
218	1.11398
219	1.12489
220	1.11333
221	1.1138
222	1.12592
223	1.11556
224	1.11303
225	1.08759
226	1.10422
227	1.0854
228	1.05453
229	1.08375
230	1.06838
231	1.07427
232	1.06676
233	1.07569
234	1.06712
235	1.08469
236	1.06682
237	1.08514
238	1.09169
239	1.09708
240	1.0929
241	1.1219
242	1.09714
243	1.07434
244	1.13451
245	1.07939
246	1.11315
247	1.07986
248	1.10752
249	1.09591
250	1.0941
251	1.09084
252	1.09086
253	1.07699
254	1.08027
255	1.10404
256	1.11066
257	1.10866
258	1.11798
259	1.10175
260	1.13113
261	1.19619
262	1.28666
263	1.27524
264	1.2062
265	1.10899
266	1.08898
267	1.10092
268	1.10374
269	1.09623
270	1.10074
271	1.1019
272	1.12203
273	1.16479
274	1.13632
275	1.13481
276	1.12414
277	1.10346
278	1.11597
279	1.15608
280	1.12062
281	1.14456
282	1.14619
283	1.14888
284	1.1679
285	1.17975
286	1.19561
287	1.20376
288	1.17314
289	1.11759
290	1.10267
291	1.09737
292	1.11413
293	1.16394
294	1.13264
295	1.23516
296	1.09591
297	0.956998
298	0.963709
299	0.977575
300	0.939964
301	0.936343
302	0.927976
303	0.935733
304	0.937513
305	0.964925
306	0.931364
307	0.924761
308	0.929897
309	0.913919
310	0.922851
311	0.940405
312	0.933574
313	0.912759
314	0.95734
315	0.981819
316	0.974166
317	0.982806
318	0.996032
319	0.990273
320	0.997393
321	0.944838
322	0.909241
323	0.874195
324	0.836262
325	0.819671
326	0.805116
327	0.971099
328	1.10125
329	1.07413
330	1.0953
331	1.11718
332	1.09337
333	1.08824
334	1.12593
335	1.20367
336	1.05847
337	1.00961
338	1.1263
339	1.07332
340	1.06938
341	1.10704
342	1.19526
343	1.09632
344	0.949667
345	0.986366
346	1.01988
347	0.981026
348	0.990311
349	1.05565
350	1.05132
351	1.33617
352	1.49569
353	1.39402
354	1.1943
355	1.17203
356	1.13339
357	1.12685
358	1.1396
359	1.1373
360	1.11341
361	1.10504
362	1.12074
363	1.09414
364	1.12863
365	1.12421
366	1.14796
367	1.15758
368	1.11193
369	1.07154
370	1.03984
371	1.0802
372	1.08527
373	1.1055
374	1.11725
375	1.21669
376	1.10839
377	0.963477
378	0.970187
379	0.96757
380	0.963822
381	0.95485
382	0.939856
383	0.959344
384	0.997408
385	0.963176
386	0.956124
387	0.989009
388	0.98922
389	0.973566
390	0.97881
391	0.999192
392	0.992393
393	1.00408
394	1.00256
395	1.01558
396	1.0049
397	0.989756
398	0.983299
399	0.962223
400	1.24063
401	1.33946
402	1.23834
403	1.1371
404	1.1263
405	1.10914
406	1.10757
407	1.13167
408	1.14144
409	1.24011
410	1.11555
411	0.975222
412	0.988544
413	0.986378
414	0.9838
415	1.0073
416	1.00787
417	1.01775
418	0.994174
419	1.01864
420	1.0036
421	1.02267
422	1.00379
423	1.03105
424	1.00214
425	1.00436
426	0.98952
427	1.0068
428	0.996829
429	1.00857
430	0.983582
431	0.986354
432	1.01989
433	0.994879
434	1.00737
435	0.975728
436	0.989102
437	0.982356
438	0.98358
439	0.987838
440	0.988437
441	0.984596
442	1.00276
443	1.00374
444	1.02859
445	1.03916
446	1.0275
447	1.03254
448	1.00741
449	0.995118
450	0.99682
451	0.989767
452	0.986504
453	0.989202
454	0.99347
455	1.00218
456	1.00716
457	0.996116
458	1.00845
459	1.00612
460	1.01666
461	1.00497
462	1.02375
463	1.00818
464	1.01927
465	1.0032
466	1.00725
467	1.02222
468	1.00843
469	1.00776
470	1.00312
